16,16,512,1,8192,9,0,0,9,7,12,192,0.000000,0.013395,5.433029,18094.648438,135.983902,0.649088,0.649088
16,16,1024,1,8192,9,0,0,9,7,12,96,0.000000,0.026435,5.490456,17907.488281,136.379990,0.650978,0.650978
16,16,2048,1,8192,9,0,0,9,7,12,48,0.000000,0.051509,5.545999,17726.224609,138.568283,0.661424,0.661424
16,16,4096,1,8192,9,0,0,9,7,11,22,0.000000,0.097972,5.287502,17043.701172,140.095612,0.668714,0.668714
16,16,8192,1,8192,9,0,0,9,7,10,10,0.000000,0.178459,5.328575,15373.969727,138.751511,0.662298,0.662298
16,16,16384,1,8192,24,0,8,16,8,4,4,0.030584,0.293606,4.971101,13183.666992,140.217606,0.669296,0.690412
16,16,32768,1,8192,56,0,49,7,8,2,2,0.069038,0.432828,6.973924,9397.489258,130.220383,0.621577,0.667672
16,16,65536,1,8192,120,81,39,0,8,1,1,0.106851,0.618408,11.269238,5815.480957,118.050674,0.563488,0.630900
16,16,131072,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,16,262144,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,20,512,1,8192,3,0,0,3,13,12,192,0.000000,0.013395,4.393659,22374.173828,168.145157,0.802602,0.802602
16,20,1024,1,8192,3,0,0,3,13,12,96,0.000000,0.026435,4.466635,22008.757812,167.614471,0.800069,0.800069
16,20,2048,1,8192,3,0,0,3,13,12,48,0.000000,0.051509,4.622901,21264.705078,166.229034,0.793456,0.793456
16,20,4096,1,8192,3,0,0,3,13,11,22,0.000000,0.097972,4.652745,19367.603516,159.197586,0.759893,0.759893
16,20,8192,1,8192,3,0,0,3,13,10,10,0.000000,0.178459,4.844094,16911.357422,152.626572,0.728528,0.728528
16,20,16384,1,8192,16,0,0,16,16,4,4,0.000000,0.302869,4.823931,13585.640625,144.492889,0.689703,0.689703
16,20,32768,1,8192,47,0,40,7,17,2,2,0.057082,0.438387,6.897172,9501.938477,131.667725,0.628486,0.666532
16,20,65536,1,8192,111,72,39,0,17,1,1,0.092022,0.616294,10.861081,6034.193359,122.490395,0.584680,0.643936
16,20,131072,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,20,262144,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,24,512,1,8192,0,0,0,0,16,12,192,0.000000,0.013395,4.386263,22411.822266,168.428070,0.803953,0.803953
16,24,1024,1,8192,0,0,0,0,16,12,96,0.000000,0.026435,4.460126,22040.687500,167.857635,0.801230,0.801230
16,24,2048,1,8192,0,0,0,0,16,12,48,0.000000,0.051509,4.627428,21243.814453,166.065765,0.792677,0.792677
16,24,4096,1,8192,0,0,0,0,16,11,22,0.000000,0.097972,4.657041,19349.644531,159.049973,0.759188,0.759188
16,24,8192,1,8192,0,0,0,0,16,10,10,0.000000,0.178459,4.840107,16925.294922,152.752380,0.729128,0.729128
16,24,16384,1,8192,8,0,0,8,24,4,4,0.000000,0.302869,4.797781,13659.679688,145.280350,0.693462,0.693462
16,24,32768,1,8192,38,0,31,7,26,2,2,0.044814,0.444091,6.815895,9615.235352,133.237671,0.635979,0.665817
16,24,65536,1,8192,101,62,39,0,27,1,1,0.077308,0.614842,10.709218,6119.746094,124.227089,0.592969,0.642651
16,24,131072,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,24,262144,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,28,512,1,8192,0,0,0,0,16,12,192,0.000000,0.013395,4.385424,22416.109375,168.460281,0.804106,0.804106
16,28,1024,1,8192,0,0,0,0,16,12,96,0.000000,0.026435,4.467372,22004.966797,167.585571,0.799931,0.799931
16,28,2048,1,8192,0,0,0,0,16,12,48,0.000000,0.051509,4.632595,21220.144531,165.880707,0.791793,0.791793
16,28,4096,1,8192,0,0,0,0,16,11,22,0.000000,0.097972,4.660611,19334.904297,158.928787,0.758610,0.758610
16,28,8192,1,8192,0,0,0,0,16,10,10,0.000000,0.178459,4.853906,16877.191406,152.318253,0.727056,0.727056
16,28,16384,1,8192,0,0,0,0,32,4,4,0.000000,0.302869,4.780244,13709.804688,145.813446,0.696007,0.696007
16,28,32768,1,8192,29,0,22,7,35,2,2,0.032223,0.449945,6.722361,9748.989258,135.091080,0.644826,0.666296
16,28,65536,1,8192,91,52,39,0,37,1,1,0.068786,0.616095,10.563847,6203.990723,125.937187,0.601132,0.645536
16,28,131072,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,28,262144,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,30,512,1,8192,0,0,0,0,16,12,192,0.000000,0.013395,4.389354,22396.021484,168.309357,0.803386,0.803386
16,30,1024,1,8192,0,0,0,0,16,12,96,0.000000,0.026435,4.464735,22017.976562,167.684647,0.800404,0.800404
16,30,2048,1,8192,0,0,0,0,16,12,48,0.000000,0.051509,4.618728,21283.849609,166.378708,0.794171,0.794171
16,30,4096,1,8192,0,0,0,0,16,11,22,0.000000,0.097972,4.649412,19381.423828,159.311188,0.760435,0.760435
16,30,8192,1,8192,0,0,0,0,16,10,10,0.000000,0.178459,4.847134,16900.804688,152.531357,0.728073,0.728073
16,30,16384,1,8192,0,0,0,0,32,4,4,0.000000,0.302869,4.770994,13736.346680,146.095749,0.697354,0.697354
16,30,32768,1,8192,24,0,17,7,40,2,2,0.025083,0.453264,6.685000,9803.449219,135.845718,0.648428,0.665111
16,30,65536,1,8192,87,48,39,0,41,1,1,0.060835,0.614758,10.492200,6246.343262,126.796906,0.605236,0.644441
16,30,131072,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,30,262144,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,16,512,1,8192,9,0,0,9,7,12,192,0.000000,0.013395,5.526645,17788.982422,133.686768,0.638123,0.638123
32,16,1024,1,8192,9,0,0,9,7,12,96,0.000000,0.026435,5.456231,18018.837891,137.227997,0.655026,0.655026
32,16,2048,1,8192,9,0,0,9,7,12,48,0.000000,0.051509,5.549619,17714.572266,138.477203,0.660989,0.660989
32,16,4096,1,8192,9,0,0,9,7,11,22,0.000000,0.097972,5.282797,17058.171875,140.214539,0.669282,0.669282
32,16,8192,1,8192,9,0,0,9,7,10,10,0.000000,0.178459,5.261785,15569.833008,140.519211,0.670736,0.670736
32,16,16384,1,8192,24,0,0,24,8,4,4,0.000000,0.302869,4.938515,13270.894531,141.145340,0.673725,0.673725
32,16,32768,1,8192,56,0,0,56,8,2,2,0.000000,0.464926,6.643135,9865.367188,136.703705,0.652524,0.652524
32,16,65536,1,8192,120,0,78,42,8,1,1,0.038731,0.610159,10.622395,6169.626465,125.239609,0.597802,0.621889
32,16,131072,1,8192,250,0,242,8,6,1,1,0.036826,0.747968,35.216721,3721.965820,123.510788,0.589550,0.612091
32,16,262144,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,20,512,1,8192,3,0,0,3,13,12,192,0.000000,0.013395,4.387033,22407.882812,168.398468,0.803811,0.803811
32,20,1024,1,8192,3,0,0,3,13,12,96,0.000000,0.026435,4.450921,22086.265625,168.204742,0.802887,0.802887
32,20,2048,1,8192,3,0,0,3,13,12,48,0.000000,0.051509,4.617328,21290.302734,166.429153,0.794411,0.794411
32,20,4096,1,8192,3,0,0,3,13,11,22,0.000000,0.097972,4.642214,19411.476562,159.558212,0.761614,0.761614
32,20,8192,1,8192,3,0,0,3,13,10,10,0.000000,0.178459,4.843855,16912.205078,152.634232,0.728564,0.728564
32,20,16384,1,8192,16,0,0,16,16,4,4,0.000000,0.302869,4.808639,13628.856445,144.952515,0.691898,0.691898
32,20,32768,1,8192,47,0,0,47,17,2,2,0.000000,0.464926,6.621152,9898.065430,137.156815,0.654687,0.654687
32,20,65536,1,8192,111,0,69,42,17,1,1,0.034416,0.612898,10.343840,6335.871094,128.614273,0.613911,0.635792
32,20,131072,1,8192,240,0,232,8,16,1,1,0.035358,0.749108,35.519699,3690.125732,122.454170,0.584507,0.605931
32,20,262144,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,24,512,1,8192,0,0,0,0,16,12,192,0.000000,0.013395,4.399676,22343.478516,167.914444,0.801501,0.801501
32,24,1024,1,8192,0,0,0,0,16,12,96,0.000000,0.026435,4.463997,22021.640625,167.712570,0.800537,0.800537
32,24,2048,1,8192,0,0,0,0,16,12,48,0.000000,0.051509,4.623203,21263.232422,166.217529,0.793401,0.793401
32,24,4096,1,8192,0,0,0,0,16,11,22,0.000000,0.097972,4.646289,19394.533203,159.418976,0.760950,0.760950
32,24,8192,1,8192,0,0,0,0,16,10,10,0.000000,0.178459,4.842392,16917.369141,152.680847,0.728787,0.728787
